,Date,News
52,2011-06-03,"Apple Said to Be Near Deal for Music Rights : Apple has nearly completed its negotiations with the major music publishers over rights for a new cloud music service.     Of the four big publishers, two have signed deals with Apple, and the others will most likely complete their deals in coming...Apple Patents Way to Prevent Concert Piracy : A new patent filed by Apple could help the music and movie industries thwart copyright violation by disabling mobile phone cameras that try to record concerts and movies.Worth Reading: The Mouse Is Dead : The next edition of Windows may doom the mouse.Tip of the Week: Seeing the Forest for the Windows : Need to find a certain open window on your desktop — but you cannot fully see it in the clutter of other open windows on the screen? Both Windows 7 and Mac OS X include features that help you focus quickly on the one window you need.Statements Skip Over REIT’s Woes : Apple REIT Eight, a real estate investment trust that owns hotels, issues comforting account statements, but its latest quarterly report contains some unsettling red flags.Inside The Times : International     CALLS AGAINST CORRUPTION  Tetris Expands Beyond Gaming, and Claims a New Record : The Tetris Company, the maker of the game Tetris, claimed on Friday that the game broke a record after people paid for and downloaded it 132 million times on mobile devices.How Football Players Got Trounced by ‘Glee’ : “Friday Night Lights” is a TV show about teenagers, high school and teamwork. So is the musical dramedy. But only one of these shows became a huge hit. And not the one that deserved to be.Olympic Gold, or the Stanley Cup? : Which is the more coveted prize in hockey, the Stanley Cup or Olympic gold medal?"
53,2011-06-15,"Apple’s Hype Envelops Penney : J. C. Penney’s share price took an unwarranted climb on Tuesday when it said it had hired Ron Johnson of Apple to eventually run the company.Nokia Settles 2-Year Fight With Apple on Patents : Apple agreed to make a one-time payment to Nokia and to pay regular royalties in the future to license some of Nokia’s patents.Apple Stores Chief to Take the Helm at J.C. Penney : J.C. Penney hopes that Ron Johnson, a man who rethought how to sell computers, can also rethink how to sell clothes, cosmetics and accessories.Leather Tech : THE J. W. Hulme Company of St. Paul has been making high-quality leather and canvas goods since 1905. For a company best known for its outdoorsy bags for sport hunters, its newest undertaking, part of its American Heritage collection, is downright...A Tool to Help Secure Your Browser : A new free tool for consumers from Qualys called BrowserCheck makes sure your browser (and its plug-ins) are as up-to-date and protected from malware as possible.Sony Makes Music Service Available on Android : Sony plans music anywhere a user has an Internet connection.Shopping Snapshots for June 16 : J. W. Hulme of St. Paul now offers Apple accessories like iPhone and iPad cases, nautically striped rompers and other items.Where Others Have Gone Without Success, J.C. Penney Goes Again : With a new chief executive, J. C. Penney is setting out to rethink the shopping experience.Weird Al Gets Weird App : Weird Al Yankovic continues to find his way into the hearts and minds of America's youth, and this time there's nothing that Lady Gaga can do to stand in his way. On Wednesday, HarperCollins Children's Books said an application would be released f...For His Children’s Book, Weird Al Gets a Weird App : The application, based on Mr. Yankovic’s book “When I Grow Up,” offers young readers the opportunity to practice fanciful future occupations like shaving a tarantula or massaging a gorilla."
54,2011-06-16,"Facebook Readies an iPad App, Finally : More than a year after the iPad went on sale, there is still no official Facebook app for it. That is about to change.Leather Tech : THE J. W. Hulme Company of St. Paul has been making high-quality leather and canvas goods since 1905. For a company best known for its outdoorsy bags for sport hunters, its newest undertaking, part of its American Heritage collection, is downright...Tech Talk Podcast: Adding Addresses to the Internet : Expanding the Internet; finding free music, books and movies; news.Where Others Have Gone Without Success, J.C. Penney Goes Again : With a new chief executive, J. C. Penney is setting out to rethink the shopping experience.RIM Profit Falls Below Estimates : Research in Motion’s stock declined 15 percent in extended trading after a poor earnings report and a second reduction this year in its forecast.Robin Williams’s Personal Legend of Zelda : The comedian and his daughter, Zelda, whom he named after a certain popular video game character, appear in a commercial for a new Nintendo video game.Hispanics Rank High on Digital Divide : The gap between computer haves and have-nots is particularly wide among Hispanics, and in the Bay Area some private groups are trying to reduce it.Weird Al Gets Weird App : Weird Al Yankovic continues to find his way into the hearts and minds of America's youth, and this time there's nothing that Lady Gaga can do to stand in his way. On Wednesday, HarperCollins Children's Books said an application would be released f...Guides for the Casual Movie Buff and Dedicated Cinephile : Many movie apps are good but not perfect. Flixster, for example, can help you choose films and find nearby theaters, but often cannot be used to buy a ticket directly.Excited About the Cloud? Get Ready for Capped Data Plans : The tech world is in the middle of the “cloud” wave, but its potential could be complicated by another looming trend — plans that cap how much data you can use through your home broadband connection."
55,2011-06-24,"Apple Sues Samsung in South Korea Over Patents : Apple filed a patent lawsuit against the Samsung Electronics Company in South Korea, claiming that Samsung’s Galaxy line of smartphones and tablet computers copies its iPhone and iPad devices.The Quarrel Over Final Cut Continues : The quarrel between Apple and professional video editors over the new version of Final Cut Pro continues.Corrections : ARTS & LEISURE     A cover essay this weekend about the online storage of music misstates the name of the Apple service that will scan and recognize music and add Apple's own copies without uploading. It is iTunesMatch, not iMatch.              Corrections : Corrections appearing in print, June 25, 2011.Two Are Accused of Stealing $16 Million Over Eight Years : A bookkeeper for two small, family-run businesses in SoHo allegedly used company checks to funnel money into a bank account her son controlled.Morning Take-Out : Highlights from the DealBook newsletter.Morning Take-Out : Highlights from the DealBook newsletter.Let It Rain! The Dark Side of Summer : The somber colors and covered-up styles of the summer 2012 men's shows in Paris seem to echo Europe's dreary weather.Like Living, Only More So : Ryan Trecartin’s “Any Ever” is a game-changing exhibition of videos and installation art that teeters giddily at the intersection of art, reality television and social networking.Spare Times for June 24-30 : A selected guide to walks, talks, exhibitions and other events in New York."
56,2011-07-08,"App Smart Extra: Gone Fishin’ : An app for anglers shows a map of fishing spots nearby, or on a list, in order of proximity.Tip of the Week: A Low-Tech Backup for a PC Address Book : Printing out a copy of your computer’s address book may seem like a quaint notion, but having a paper copy can come in handy if your hard drive grinds to a halt.Tech Companies: Undervalued or Not? : Marc Andreessen and Warren E. Buffett are two of the largest names in investing, but the two disagree about the value of technology stocks.Nostalgia on Wheels: The Good Old Checker Cab : Readers respond to a news article about Fran Lebowitz and her Checker cab.Atlantis Lifts Off for Last Space Shuttle Mission : Though thunderstorms threatened, Atlantis was launched for NASA’s 135th and final shuttle flight, bound for the International Space Station with four astronauts.Ambience, Doom and Other Strong Medicine : New CDs from Ohayo, Deaf Center, Ramesses and Dave King Trucking Company.California Cuts Weigh Heavily on Its Colleges : Sharp tuition increases and cutbacks in services threaten to erode a much-admired college and university system.‘Reasonable Doubt’ : “The American murder trial as a metaphor for the nation as a whole has become, in recent years, almost a cliché.”"
57,2011-11-15,"What Are the Best Apples for Apple Pie? : In a video, Melissa Clark explains which apples make for the best pie.What Are the Best Apples for Apple Pie? : In a video, Melissa Clark explains which apples make for the best pie.Daily Report: Apple Now Wants Your Workplace : Corporate technology buyers say Apple does not try to hide the fact that consumers are still its top priority, but they note that the company has gotten easier to work with in recent years. It also doesn't hurt that Apple's new chief executive, Ti...Apple Releases iOS Update With Fix for Battery Drain : Apple is pushing out its iOS update, which is supposed to cure battery problems that have plagued some iPhone 4s owners, although owners report uneven results from the update.Apple Appoints New Chairman and Elects Disney’s Chief to Board : A longtime member of the board, Arthur D. Levinson, will become its leader. Apple also named Robert A. Iger, the chief executive of Disney, as a director.Cabbage With Apples, Onions and Caraway : A recipe for cabbage with apples, onions and caraway.What Are the Best Apples for Apple Pie? : In preparation for Thanksgiving, Melissa Clark on what apples are best to use in pie.Apple Makes Changes to Its Board : Apple on Tuesday named Arthur D. Levinson as its non-executive chairman and said Robert A. Iger of the Walt Disney Company would join the board.Apple Makes Changes to Its Board : Apple on Tuesday named Arthur D. Levinson as its non-executive chairman and said Robert A. Iger of the Walt Disney Company would join the board.Once Wary, Apple Warms Up to Business Market : Apple, long resolute in its catering to consumers, is suddenly finding corporations becoming big customers."
58,2011-11-28,"Disney Builds Marvel App : When reading books, some children like to turn the page, others like to swipe the screen.     Seeking an opportunity to reach digitally curious children, on Monday the publishing arm of the Walt Disney Company will release its first app based on a...A Laugh on the Subway, and Other NYTimes.com Reader Stories : Contributions include verse about pleasing picky eaters at Thanksgiving and on an accident-prone pedestrian.A Change in Attitude About Dubious Stock Dealings : WASHINGTON -- The coverage was hard-hitting and shocking to some: members of Congress received special opportunities to get in on the ground floor of stock offerings and were actively trading in shares of companies ''whose prosperity they influenc...A Wrathful God, or Not, if You Buy His Book : In “The Last Testament,” God (via David Javerbaum) reveals his weakness for Broadway musicals, and, in blatant self-promotion, explains how buying the book may save us.With Blocks, Educators Go Back to Basics : The wooden toys are making a comeback as some elementary schools focus on unstructured play."
59,2012-01-25,"Apple’s Profit Doubles on Holiday iPhone 4S Sales : Though neither iPhones nor iPads existed five years ago, they account for 72 percent of Apple’s total revenue.Poll Finds Consumer Confusion on Where Apple Devices Are Made : Two-thirds of Americans want domestic companies to shoulder a lot of responsibility to keep manufacturing jobs in the United States.Daily Report: Apple's Profit Soars : It's earnings season again. Apple reported record highs; for Yahoo and Verizon, the picture was less rosy.Poll: Apple Products : Results from a telephone survey conducted by The New York Times in Nov. 2011.Daily Report: Apple's Profit Soars : It's earnings season again. Apple reported record highs; for Yahoo and Verizon, the picture was less rosy.Apple’s Surge and the Fed’s Advisory on Interest Rates Enliven Markets : Apple’s share price soared after its unexpectedly high quarterly profit and the Federal Reserve said it would keep interest rates near zero until at least 2014.Apple and Verizon Earnings Underscore the Power of the iPhone : Apple and Verizon on Tuesday reported their quarterly earnings, and for both companies, much of their good news centered on one product: the iPhone. For both companies' earnings this past quarter, the iPhone was their best seller.Apple and Verizon Earnings Underscore the Power of the iPhone : Apple and Verizon on Tuesday reported their quarterly earnings, and for both companies, much of their good news centered on one product: the iPhone. For both companies' earnings this past quarter, the iPhone was their best seller.Made in China : Workers assembling iPads, iPhones and other products often work in abusive, sometimes deadly conditions. Employees of Foxconn offered a glimpse inside their factory in Chengdu.A Free Source of Information and Advice for New Parents : WebMD Baby is arguably more practical and useful than many of the other apps for parents combined."
60,2012-01-26,"Apple in China: Has iOrwell Arrived? : Readers respond to a front-page series about Apple’s overseas manufacturing.Who Has Apples at Work? In Many Cases, It's the Bosses : A new survey by Forrester Research provides an in-depth profile of the typical user of Apple products inside the workplace. The study, which Forrester plans to release Thursday, says that 43 percent of people making over $150,000 a year said they ...Poll Finds Consumer Confusion on Where Apple Devices Are Made : Two-thirds of Americans want domestic companies to shoulder a lot of responsibility to keep manufacturing jobs in the United States.Poll: Apple Products : Results from a telephone survey conducted by The New York Times in Nov. 2011.Apple, Electronics and Environmental Ills : Environmental groups say that while multinational corporations like Apple are trying to improve conditions, thousands -- or perhaps tens of thousands -- of smaller companies are cutting corners and dumping hazardous chemicals in rural areas and ev...Apple, Electronics and Environmental Ills : Environmental groups say that while multinational corporations like Apple are trying to improve conditions, thousands -- or perhaps tens of thousands -- of smaller companies are cutting corners and dumping hazardous chemicals in rural areas and ev...Macworld Conference Carries On Without Apple : Several years ago, the Macworld conference received what many assumed would be a fatal wound when Apple said it would bail out of the show as an exhibitor and keynoter. Macworld has refused to die, though, and attendance at this year's event, whic...Macworld Conference Carries On Without Apple : Several years ago, the Macworld conference received what many assumed would be a fatal wound when Apple said it would bail out of the show as an exhibitor and keynoter. Macworld has refused to die, though, and attendance at this year's event, whic...Apple’s Surge and the Fed’s Advisory on Interest Rates Enliven Markets : Apple’s share price soared after its unexpectedly high quarterly profit and the Federal Reserve said it would keep interest rates near zero until at least 2014.Who Has Apples at Work? In Many Cases, It's the Bosses : A new survey by Forrester Research provides an in-depth profile of the typical user of Apple products inside the workplace. The study, which Forrester plans to release Thursday, says that 43 percent of people making over $150,000 a year said they ..."
61,2012-05-15,"Smule, Early Apple App Star, Finally Tries Android  : Smule, the software developer known for its musical apps for iPhones, has decided it will make Android software too. It would almost appear to be an act of betrayal, as Smule was among the first companies to highlight the appeal of making apps for...Consumers Less Happy With BlackBerrys : A survey of consumer satisfaction among cellphone users found that RIM's BlackBerry is losing ground. On a scale of up to 100, RIM's aggregate satisfaction score is lowest, at 69. By contrast Apple, the index leader, scored 83.Judge Allows Class-Action Lawsuit on E-Book Pricing to Go Ahead : Apple and several major book publishers asked a federal judge, Denise Cote, to dismiss the case, which alleges that the companies conspired to control the price of e-books.Juice Mixes to Renew Your Palate : Melvin Major Jr., of Miss Lily’s Bake Shop & Melvin’s Juice Box on West Houston Street, may be New York’s first celebrity juicer.Dot-Music, Dot-Sport and (Security Experts Hope) Dot-Secure : The Internet Corporation for Assigned Names and Numbers, or Icann, is about to throw open the floodgates to new top-level domain names. While most security experts have criticized the change, one group sees an opportunity by creating what it says ...May 15, 1911 | Supreme Court Orders Standard Oil to Be Broken Up : On May 15, 1911, the Supreme Court ordered the dissolution of Standard Oil Company, ruling it was in violation of the Sherman Antitrust Act.Tuesday Reading: My Son Looks Like a Girl. So What? : Colleges confront costs as student debt rises, paying a bit more for clean energy, new options for amputees and other consumer-focused news from The New York Times.Is TV Stronger Than Ever, or Becoming Obsolete? : Is the television industry in trouble?Hawaii’s Beaches Are in Retreat, and Its Way of Life May Follow : Most beaches on the state’s three largest islands are eroding, and the erosion is likely to accelerate as sea levels rise, according to a new report.J. C. Penney Posts Big Loss as 3 Retailers Gain : The company lost $163 million, or 75 cents a share, versus a profit of $64 million in the same quarter a year ago."
62,2012-07-11,"Amid the Moguls, Apple's Cook Stands Out : At Allen & Company's so-called summer camp for moguls, Timothy D. Cook's presence was noticed, particularly as Steve Jobs had usually been a no-show.Sanctions at the Genius Bar : Because of American pressure on companies to enforce export controls, some Apple employees have refused to sell to customers of Iranian descent.Google Is Said to Accept Fine in F.T.C. Privacy Case : 7:17 p.m. | Updated SAN FRANCISCO - Google and the Federal Trade Commission are near a $22.5 million settlement agreement related to charges that Google bypassed privacy settings in Apple's Safari browser to show advertisements, according to a per...Some Hits From Disney, but Not in the Theater : Disney currently has the top three mobile games on the paid chart for Apple's App Store, and a new offering could give it a highly ranked game on the free App Store as well.Some Ultra Disappointments for Computer Makers : According to the PC industry’s main scorekeepers, IDC and Gartner, worldwide PC shipments fell 0.1 percent in the second quarter from a year ago.Disney to Asian Pirates: Knock It Off : When some of Walt Disney's most celebrated characters showed up on North Korean television the other day, one could almost hear Uncle Walt screaming down oaths from the afterlife.In Sun Valley, Less Adulation of Tech Start-Ups : As moguls descended on Sun Valley on Tuesday for Allen & Company's annual gathering, they were greeted by a giant plume of smoke.     Fanned by wind, wildfires in southern Idaho had spawned a huge cloud, obscuring the area's verdant hills and crea...Uncertainty Looms Over Annual Sun Valley Gathering : Media moguls, technology titans and deal makers are meeting at the Allen & Company’s annual gathering, following a year of mixed initial public offerings and disruptions in the media industry.Today's Scuttlebot: First Names Only and Museum Maps : The technology reporters and editors of The New York Times scour the Web for important and peculiar items. Wednesday's selection includes detours taken by journalism school graduates and a look at why Apple never uses last names in its recruiting ...Tax Avoider in Chief?  : According to Republicans, Mitt Romney’s offshore investments are not just tax avoidance; they’re acts of patriotism."
63,2012-07-12,"Greenpeace Urges Apple to Think Cleaner : In a new report card on Apple's energy practices for its data centers, the power-hungry server factories from which iCloud and other online Apple services run, Greenpeace International was somewhat kinder to the company than it had been in an earl...Sanctions at the Genius Bar : Because of American pressure on companies to enforce export controls, some Apple employees have refused to sell to customers of Iranian descent.Q&A: Backing Up an iPhone to Drive or Cloud  : Apple offers two locations to back up an iPhone's data, iTunes on your computer or its iCloud service on a remote server.That Fresh Look, Genetically Buffed : Some members of the United States apple industry say the introduction of genetically engineered fruit could undermine the apple’s image as a healthy, natural food.In Sun Valley, Less Adulation of Tech Start-Ups : As moguls descended on Sun Valley on Tuesday for Allen & Company's annual gathering, they were greeted by a giant plume of smoke.     Fanned by wind, wildfires in southern Idaho had spawned a huge cloud, obscuring the area's verdant hills and crea...Mobile App Developers Scoop Up Vast Amounts of Data, Reports Say : As mobile apps proliferate, new details are emerging about how much data mobile advertising networks inhale and how uninformed their users might be about this.News Corp. Said to Be Deciding Fate of The Daily : The News Corporation is taking a hard look at its newspaper made especially for iPad users.Ackman Takes a Stake in Procter & Gamble : The hedge fund manager confirmed on Thursday that he has taken a big stake in Procter & Gamble, setting up a potential battle between the activist investor and the maker of Tide and Gillette.Why Obama May Be Stronger Than His Approval Ratings : About 4 percent of the electorate has a favorable view of Mr. Obama, but does not approve of his job performance. The way those voters behave in November could be decisive.Crossword Puzzle Fans, Toss Away That Eraser : Crossword puzzle apps allow you download a puzzles from all over the world, correct mistakes without using an eraser and check your answers."
64,2012-07-13,"Apple Backtracks on Withdrawal From Environmental Ratings : Apple has changed its mind about not participating in a government-backed rating system that assesses the environmental friendliness of electronic products. Bob Mansfield, the outgoing senior vice president of hardware engineering at Apple, posted...Trick Gives iPhone Owners Free Access to Paid Content Inside Apps : A simple workaround allows iPhone owners to download paid content inside some apps without paying. No hacking is required. A Russian software developer demonstrated the method in a YouTube video this week.Today's Scuttlebot: In an Octopus's Garden, and an Offline Life : The technology reporters and editors of The New York Times scour the Web for important and peculiar items. Friday's selection includes a look at an undersea research habitat, the hunt for predators online and a dispatch from a tech writer taking a...Vinod Khosla: Maintain the Silicon Valley Vision : Vinod Khosla, the prominent venture capitalist, says Silicon Valley is in danger of losing its way if a Wall Street mentality takes hold. ""You want missionaries, not mercenaries,"" he writes in a guest post.A Show-and-Tell With Google's Hardware : Eric E. Schmidt, the executive chairman of Google, used a fireside chat at the Allen & Company conference to show off some of the company's new gadgets.One on One: Justin Ouellette, Designer of Interfaces for 'Robot & Frank' : A film about the relationship between an aging con man and a caretaker robot gives a glimpse of what smartphones, tablets and televisions might look like in the not-so-distant future.Dance Listings for July 13-19 : A selected guide to dance performances in New York and the region."
65,2012-07-27,"Apple Files Another Wearable Computing Patent : Apple's latest patent filing looks like it is for a bold new fashion statement, but it is for another in the company's line of wearable computing patents.Apple to Acquire AuthenTec for $356 Million : The acquisition of the company, which designs security products for mobile devices such as fingerprint sensors, could help Apple bolster the security of its products,Company News: Apple Buys Firm That Designs Fingerprint Sensors : Apple has found one way to shrink its huge pile of cash.     The iPhone maker has agreed to acquire AuthenTec, a mobile security company, for $356 million in cash, according to a filing. Apple will pay AuthenTec's shareholders $8 per share, a 60 p...Apple Officials Said to Consider Stake in Twitter : Apple, which has stumbled in its efforts to get into social media, has talked with Twitter in recent months about making a strategic investment in it, Evelyn M. Rusli and Nick Bilton report in The New York Times.A First-Date Tale : “Falling Overnight” offers a detailed view at the twists and turns of a first date.Facebook Stock Continues to Fall After Earnings Report : The social networking company’s shares reached new lows, ending the day at $23.71.Chic in Review | A Spice Girls Reunion  : All the fashion news that's fit to reprint.RIM Marketing Head's Secret Weapon: Current BlackBerry Fans : When Research In Motion introduces its BlackBerry 10 line of smartphones next year, it probably will not have the marketing budget that Apple devotes to the iPhone. But Frank Boulben, who recently joined RIM as its chief marketing officer, said he...Adding Up Marissa Mayer's Pay at Yahoo : Marissa Mayer can earn at least $117 million over five years at Yahoo - and much more if Yahoo's stock price rises.How to Raise a Child : A psychologist in Marin County, Calif., says everything today’s parents think they’re doing right is actually wrong."
66,2012-08-06,"Apple Account Break-In Highlights Security Weakness : The break-in over the weekend of the iTunes account of a seasoned technology writer serves as a cautionary tale about how vulnerable people can be to malicious hackers.Apple to Remove YouTube App From iPhone and iPad : The disappearance of the app in the upcoming iOS 6 operating system seemed to chill any lingering hints of the warmth that once existed between Apple and Google.Disruptions: At a Trial, Apple Spills Some Secrets : SAN JOSE, Calif. - Back in the early 1930s, a magician by the name of Horace Goldin went to court to defend his signature illusion: sawing a woman in half.     Mr. Goldin filed a lawsuit against the R. J. Reynolds Tobacco Company for using this ma...Apple Drops YouTube App In Mobile System Update : 4:45 p.m. | Updated  Adding background and details, response from  Google . The rift between  Apple  and Google just got a little wider. On Monday, Apple released a test version of its coming iOS 6 operating system, which powers iPads and iPhones,...What You Can Do to Better Protect Your Apple Account : There is one quick lesson to be learned from the break-in of a journalist's Apple iCloud account: segregate your Apple services. That is an option, even though Apple recommends using one universal ID for all Apple services.Q&A: Moving From PC to Mac : Moving data from a Windows computer to a new Mac is easier than it used to be, thanks to a helping hand from Apple.Counting the Mobile Costs for Bing : Microsoft says its Bing search engine has caught up with, even surpassed, Google in search quality.Security Start-Ups Catch Fancy of Investors : In the last year, the initial public offerings of once obscure security start-ups have outperformed the offerings from household names like Facebook and Zynga.Best Buy Founder Makes Bid for a Takeover : Best Buy has been troubled by declining sales and growing competition from the likes of  Wal-Mart Stores  and  Amazon.com .Now, with a preliminary takeover proposal from the company's founder, many are considering whether it has more of a future w...Best Buy Founder Makes Bid for a Takeover : Richard M. Schulze, who founded the company with a single audio equipment store in 1966, announced a proposal on Monday that would give the company a market value of $8.8 billion."
67,2012-08-10,"Google, Accused of Skirting Privacy Provision, Is to Pay $22.5 Million to Settle Charges : SAN FRANCISCO - The Federal Trade Commission fined Google $22.5 million on Thursday to settle charges that it had bypassed privacy settings in Apple's Safari browser to be able to track users of the browser and show them advertisements, and violat...Today's Scuttlebot: Google as Samsung's Little Helper, and Sign-Language Music   : The technology reporters and editors of The New York Times scour the Web for important and peculiar items. Friday's selection includes sign-language music on YouTube, an exodus at Facebook and American state stereotypes.In the Shadow of Assad’s Bombs : A firsthand look at the destruction and desperation in Syria.Dylan to Open the Refurbished Capitol Theater : Bob Dylan, below, will play the first concert at the newly refurbished Capitol Theater in Port Chester, N.Y., when it reopens on Sept. 4, Mr. Dylan announced on his Web site on Friday morning. He has rehearsed at the theater in recent years and is...A Mobile App for Analysts and Students of the Economy : The Census Bureau introduced its first mobile app to give economists, policy makers and citizens greater access to real-time data on the health of the nation’s economy.J.C. Penney Reports a Loss; Says Revamping Is on Track : The  J. C. Penney  Company is on track with its overhaul, the chief executive said Friday, helping set off a gain of 5.9 percent in its share price despite reporting a quarterly loss and declining sales.''I'm completely convinced that our transfor...App Smart Extra: Wasting Time With NASA : NASA has apps to help you waste time. But you might learn something as well.In 'Supercapitalist,' Wall Street Is Back as a Villain : A new independent movie, “Supercapitalist,” has updated the familiar villain of Wall Street greed with modern-day changes, like the rise of Hong Kong, as Asia is the center for wealth and success.Letting Companies Settle While Denying Guilt Reconsidered by F.T.C. : The Federal Trade Commission said it would review a rule after one commissioner wrote a blistering dissent to a settlement with Facebook.Exploring the Planets Enriches Us at Home : A fruitful spillover of innovation has cascaded forth from NASA ever since the Apollo program."
68,2012-10-22,"Obama Could Be Buoyed by Latest W.T.O. Victory Over China : China figures to be a centerpiece of the third and final presidential debate, and President Obama will arrive with a newly won victory over Beijing in a trade case. A ruling last week by the World Trade Organization helps two U.S. steelmakers loca...The iPad Mini and Its Competition : The iPad Mini was announced Tuesday, with a retail price starting at $329. How it compares with other small tablet models currently available:U.S. Customs Workers to Switch to iPhones From BlackBerrys : Even after the popularity of BlackBerrys among consumers went into a tailspin, it was widely assumed that their security features would keep law enforcement agencies loyal to the brand. But the decision by the Department of Homeland Security to sw...Poppy Thumbs His Nose at Finra. Again. : Finra says it has banned David Lerner from the brokerage business for a year. The firm he founded says he'll just move over to its mutual fund operations, not regulated by Finra.Weather Channel’s Parent Company Is Renamed : The Weather Channel Companies became the Weather Company, signifying a shift to media outside television.Economic Reports for the Week Ahead : Governments reports will include third-quarter gross domestic product and new home sales for September, and companies reporting earnings will include Caterpillar, Facebook, 3M, AT&T and Apple.David Lerner Associates Ordered to Pay $14 Million : The firm’s founder was also suspended for one year from the securities industry as part of sanctions stemming from the marketing of a $2 billion real estate investment trust.A Sale Gives a Magazine on Healthy Eating a New Lease on Life : Eating Well is trying to forge its path in a world without Gourmet magazine, while avoiding high-calorie comfort food that became a popular topic during the recession.Daily Report: Windows Makeover May Cause Head-Scratching : Microsoft Windows, which has more than a billion users, is getting a radical makeover, a rare move for a product with such vast reach, Nick Wingfield reports in The New York Times. The new design is likely to cause some head-scratching when Window...Shares Rise Slightly As Uncertainty Prevails : Investors awaited third-quarter growth figures from the government and for the direction that will come with the outcome of the presidential election in two weeks."
69,2013-01-31,"Amid Long Odds, BlackBerry Maker Unveils New Line and New Name : The company introduced a new operating system and a new generation of phones, along with a new corporate name, with the hope of restoring its products’ status as a symbol of executive cool.What You Get for ... $2.5 Million : A former plantation in Virginia, a midcentury modern in Colorado and a ranch house in California.Using a Smartphone to Keep Track of the Pennies  : Keeping track of your expenses can be time-consuming, but there are several tools to make the job easier.Patty Andrews, Singer With Her Sisters, Is Dead at 94 : Ms. Andrews was the last living member of the sister trio that gained fame with hit songs like “Boogie Woogie Bugle Boy (of Company B).”A Tiny Computer Attracts a Million Tinkerers : Raspberry Pi, a tiny computer that sells for $35, was created to teach students how computers work.Facebook’s Solid Results Are Greeted Cautiously : Even with a strong earnings report, the company’s stock dropped after hours before recovering."
70,2013-07-12,"Microsoft Overhauls, the Apple Way : The giant software company is creating four new divisions and reassigning nearly every senior executive as it tries to create timely products that consumers want.The E-Book Price-Fixing Conspiracy : Apple’s pact with publishers raised prices in the short term, but it also brought much-needed competition to the marketplace.Google Executives Discuss YouTube, the Phone Business and Taxes : Unlike the usual practice of staying mum at the annual Allen & Company media and technology conference in Idaho, Google executives used a news conference to promote their business.New Limits for Arsenic Proposed by F.D.A. : The new standard, which comes nearly two years after a public outcry, is equal to the level that the Environmental Protection Agency has set in drinking water.Pictures From the Week in Business : A judge said Apple violated antitrust laws on setting e-book prices, Microsoft began a major reorganization, and the effects of federal budget cuts are growing wider and deeper.What It Takes to Fully Engage Your Employees : Questions that chief executives — and others — ought to regularly ask themselves, not just to be good citizens, but as a powerful way to build competitive advantage.JPMorgan Beats Expectations : JPMorgan Chase reported a 31 percent increase in second-quarter earnings. | In the battle for Dell, it doesn’t pay to underestimate Carl C. Icahn. | Familiar complaints followed a proposal to force big banks to have more capital. | Senators introd..."
71,2013-08-20,"Taxi Commission Targets Apple-Green Impostor Cabs : The agency is proposing to regulate the use of the color after the all-borough street-hail cab’s hue was mimicked by operators without permits repainting their vehicles to appear official.How Not to Stay on Top : In four short years, BlackBerry went from dominance to being an also-ran.100, 75, 50 Years Ago : Highlights from the IHT archives.Court Gives Kodak Approval to Leave Bankruptcy : The ruling means Eastman Kodak Company is on track to emerge as a much smaller digital imaging company as early as Sept. 3."
72,2013-08-21,"Taxi Commission Targets Apple-Green Impostor Cabs : The agency is proposing to regulate the use of the color after the all-borough street-hail cab’s hue was mimicked by operators without permits repainting their vehicles to appear official.90 Seconds With Pogue: Speech Smackdown : The Times’s David Pogue pits Google’s Android and Apple’s iOS against each other to see which voice recognition system is better.Devices Lead the Way to a Smarter TV : While change is coming to the television set, for now the best way to get access to online video is through game consoles and other devices like Apple TV and Google’s Chromecast.The Voice-Off: Android vs. Siri : Is speech recognition better on smartphones running Google’s operating system or Apple’s? That depends on how it’s used.Siri vs. the Android: The Sequel : Is speech recognition better on Google’s cellphones or Apple’s? That depends on how it’s used.Today's Scuttlebot: Homeless Coding, and Yahoo Gets More Visitors Than Google : Tuesday’s highlights from around the Web include one man’s experiment to teach a homeless person to code and research that showed that Yahoo sites received more visits than Google and Facebook sites in July.For Kids, a History App Meant for Museums : History Hero, a new app for Apple devices, offers kids gaming rewards as they visit well-known museums.Court Gives Kodak Approval to Leave Bankruptcy : The ruling means Eastman Kodak Company is on track to emerge as a much smaller digital imaging company as early as Sept. 3.Fitting More on a DVD : How to squeeze more video onto a DVD, and choosing the best smartphone.Wanted: A Boring Leader for the Fed : Instead of casting about for a new maestro, we need to return the Fed to dullness and its chairman to obscurity."
